COBERTURA,PERIODICIDAD,FECHA,CONCEPTO,VALOR,UNIDAD_MEDIDA,ESTATUS
Nacional,Mensual,	2010-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",77.482807874371,Índice,Cifras definitivas
Nacional,Mensual,	2010-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",77.63094491523,Índice,Cifras definitivas
Nacional,Mensual,	2010-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",77.814945423047,Índice,Cifras definitivas
Nacional,Mensual,	2010-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",78.150823186655,Índice,Cifras definitivas
Nacional,Mensual,	2011-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",78.508111879689,Índice,Cifras definitivas
Nacional,Mensual,	2011-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",78.824086507428,Índice,Cifras definitivas
Nacional,Mensual,	2011-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",79.059362439055,Índice,Cifras definitivas
Nacional,Mensual,	2011-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",79.118986338782,Índice,Cifras definitivas
Nacional,Mensual,	2011-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",79.259856091582,Índice,Cifras definitivas
Nacional,Mensual,	2011-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",79.413225287095,Índice,Cifras definitivas
Nacional,Mensual,	2011-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",79.591636503598,Índice,Cifras definitivas
Nacional,Mensual,	2011-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",79.687015734094,Índice,Cifras definitivas
Nacional,Mensual,	2011-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",79.898958535706,Índice,Cifras definitivas
Nacional,Mensual,	2011-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",80.106073710676,Índice,Cifras definitivas
Nacional,Mensual,	2011-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",80.364584818472,Índice,Cifras definitivas
Nacional,Mensual,	2011-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",80.771268913896,Índice,Cifras definitivas
Nacional,Mensual,	2012-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",81.133182184576,Índice,Cifras definitivas
Nacional,Mensual,	2012-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",81.478175951845,Índice,Cifras definitivas
Nacional,Mensual,	2012-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",81.677294482163,Índice,Cifras definitivas
Nacional,Mensual,	2012-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",81.800316100672,Índice,Cifras definitivas
Nacional,Mensual,	2012-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",82.017577718922,Índice,Cifras definitivas
Nacional,Mensual,	2012-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",82.194640995308,Índice,Cifras definitivas
Nacional,Mensual,	2012-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",82.450633434713,Índice,Cifras definitivas
Nacional,Mensual,	2012-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",82.63563007697,Índice,Cifras definitivas
Nacional,Mensual,	2012-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",82.781926734818,Índice,Cifras definitivas
Nacional,Mensual,	2012-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",82.97047443626,Índice,Cifras definitivas
Nacional,Mensual,	2012-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",83.013381649787,Índice,Cifras definitivas
Nacional,Mensual,	2012-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",83.113736730984,Índice,Cifras definitivas
Nacional,Mensual,	2013-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",83.466489108412,Índice,Cifras definitivas
Nacional,Mensual,	2013-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",83.891258852079,Índice,Cifras definitivas
Nacional,Mensual,	2013-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",84.143653962464,Índice,Cifras definitivas
Nacional,Mensual,	2013-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",84.211000616368,Índice,Cifras definitivas
Nacional,Mensual,	2013-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",84.377260424392,Índice,Cifras definitivas
Nacional,Mensual,	2013-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",84.485573925848,Índice,Cifras definitivas
Nacional,Mensual,	2013-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",84.514265881692,Índice,Cifras definitivas
Nacional,Mensual,	2013-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",84.590638506336,Índice,Cifras definitivas
Nacional,Mensual,	2013-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",84.864654379993,Índice,Cifras definitivas
Nacional,Mensual,	2013-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",85.027682942088,Índice,Cifras definitivas
Nacional,Mensual,	2013-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",85.14266416422,Índice,Cifras definitivas
Nacional,Mensual,	2013-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",85.42171934155,Índice,Cifras definitivas
Nacional,Mensual,	2014-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",86.149899128566,Índice,Cifras definitivas
Nacional,Mensual,	2014-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",86.392560022296,Índice,Cifras definitivas
Nacional,Mensual,	2014-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",86.578119376829,Índice,Cifras definitivas
Nacional,Mensual,	2014-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",86.830086858025,Índice,Cifras definitivas
Nacional,Mensual,	2014-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",86.911554603451,Índice,Cifras definitivas
Nacional,Mensual,	2014-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",87.096253976009,Índice,Cifras definitivas
Nacional,Mensual,	2014-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",87.259947963349,Índice,Cifras definitivas
Nacional,Mensual,	2014-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",87.445215909893,Índice,Cifras definitivas
Nacional,Mensual,	2014-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",87.701417958491,Índice,Cifras definitivas
Nacional,Mensual,	2014-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",87.847485756168,Índice,Cifras definitivas
Nacional,Mensual,	2014-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",87.989243382164,Índice,Cifras definitivas
Nacional,Mensual,	2014-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",88.193498439979,Índice,Cifras definitivas
Nacional,Mensual,	2015-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",88.164428225717,Índice,Cifras definitivas
Nacional,Mensual,	2015-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",88.464176432064,Índice,Cifras definitivas
Nacional,Mensual,	2015-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",88.696160654998,Índice,Cifras definitivas
Nacional,Mensual,	2015-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",88.834260270728,Índice,Cifras definitivas
Nacional,Mensual,	2015-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",88.937106663407,Índice,Cifras definitivas
Nacional,Mensual,	2015-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",89.12294352238,Índice,Cifras definitivas
Nacional,Mensual,	2015-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",89.276738783977,Índice,Cifras definitivas
Nacional,Mensual,	2015-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",89.455996486683,Índice,Cifras definitivas
Nacional,Mensual,	2015-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",89.78776178379,Índice,Cifras definitivas
Nacional,Mensual,	2015-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",90.013525460683,Índice,Cifras definitivas
Nacional,Mensual,	2015-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",90.045181348063,Índice,Cifras definitivas
Nacional,Mensual,	2015-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",90.320686706441,Índice,Cifras definitivas
Nacional,Mensual,	2016-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",90.494986695569,Índice,Cifras definitivas
Nacional,Mensual,	2016-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",90.819430285018,Índice,Cifras definitivas
Nacional,Mensual,	2016-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",91.144749854282,Índice,Cifras definitivas
Nacional,Mensual,	2016-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",91.345751738305,Índice,Cifras definitivas
Nacional,Mensual,	2016-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",91.541000478501,Índice,Cifras definitivas
Nacional,Mensual,	2016-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",91.773847866121,Índice,Cifras definitivas
Nacional,Mensual,	2016-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",91.930523412823,Índice,Cifras definitivas
Nacional,Mensual,	2016-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",92.104716247021,Índice,Cifras definitivas
Nacional,Mensual,	2016-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",92.54340090614,Índice,Cifras definitivas
Nacional,Mensual,	2016-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",92.802148924556,Índice,Cifras definitivas
Nacional,Mensual,	2016-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",93.010425318165,Índice,Cifras definitivas
Nacional,Mensual,	2016-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",93.425339280634,Índice,Cifras definitivas
Nacional,Mensual,	2017-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",93.966136968666,Índice,Cifras definitivas
Nacional,Mensual,	2017-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",94.684255361601,Índice,Cifras definitivas
Nacional,Mensual,	2017-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",95.226519330966,Índice,Cifras definitivas
Nacional,Mensual,	2017-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",95.654828821857,Índice,Cifras definitivas
Nacional,Mensual,	2017-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",95.918104493257,Índice,Cifras definitivas
Nacional,Mensual,	2017-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",96.210052333253,Índice,Cifras definitivas
Nacional,Mensual,	2017-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",96.467769878232,Índice,Cifras definitivas
Nacional,Mensual,	2017-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",96.712676571628,Índice,Cifras definitivas
Nacional,Mensual,	2017-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",96.98562151818,Índice,Cifras definitivas
Nacional,Mensual,	2017-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.23048409793,Índice,Cifras definitivas
Nacional,Mensual,	2017-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.565242042348,Índice,Cifras definitivas
Nacional,Mensual,	2017-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",97.974011984485,Índice,Cifras definitivas
Nacional,Mensual,	2018-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",98.252014009991,Índice,Cifras definitivas
Nacional,Mensual,	2018-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",98.731688018981,Índice,Cifras definitivas
Nacional,Mensual,	2018-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",99.057357158277,Índice,Cifras definitivas
Nacional,Mensual,	2018-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",99.203206319557,Índice,Cifras definitivas
Nacional,Mensual,	2018-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",99.458111616161,Índice,Cifras definitivas
Nacional,Mensual,	2018-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",99.688327009027,Índice,Cifras definitivas
Nacional,Mensual,	2018-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",99.974291946131,Índice,Cifras definitivas
Nacional,Mensual,	2018-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",100.2203435343,Índice,Cifras definitivas
Nacional,Mensual,	2018-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente",100.5447730689,Índice,Cifras definitivas
Nacional,Mensual,	2003-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",53.921717368321,Índice,Cifras definitivas
Nacional,Mensual,	2003-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.156870881287,Índice,Cifras definitivas
Nacional,Mensual,	2003-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.361371023395,Índice,Cifras definitivas
Nacional,Mensual,	2003-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.453983092838,Índice,Cifras definitivas
Nacional,Mensual,	2003-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.566384037824,Índice,Cifras definitivas
Nacional,Mensual,	2003-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.545588268088,Índice,Cifras definitivas
Nacional,Mensual,	2003-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.490777919793,Índice,Cifras definitivas
Nacional,Mensual,	2003-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.60415792973,Índice,Cifras definitivas
Nacional,Mensual,	2003-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.689705383768,Índice,Cifras definitivas
Nacional,Mensual,	2003-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",54.822814739913,Índice,Cifras definitivas
Nacional,Mensual,	2003-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",55.017363434939,Índice,Cifras definitivas
Nacional,Mensual,	2003-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",55.180664807122,Índice,Cifras definitivas
Nacional,Mensual,	2004-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",55.412068474443,Índice,Cifras definitivas
Nacional,Mensual,	2004-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",55.692113858433,Índice,Cifras definitivas
Nacional,Mensual,	2004-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",55.871099470954,Índice,Cifras definitivas
Nacional,Mensual,	2004-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",55.99857097439,Índice,Cifras definitivas
Nacional,Mensual,	2004-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",56.153229987791,Índice,Cifras definitivas
Nacional,Mensual,	2004-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",56.321254298209,Índice,Cifras definitivas
Nacional,Mensual,	2004-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",56.410809425359,Índice,Cifras definitivas
Nacional,Mensual,	2004-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",56.584145294382,Índice,Cifras definitivas
Nacional,Mensual,	2004-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",56.780834204254,Índice,Cifras definitivas
Nacional,Mensual,	2004-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",57.020732620232,Índice,Cifras definitivas
Nacional,Mensual,	2004-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",57.173065458346,Índice,Cifras definitivas
Nacional,Mensual,	2004-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",57.320775546013,Índice,Cifras definitivas
Nacional,Mensual,	2005-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",57.512636038322,Índice,Cifras definitivas
Nacional,Mensual,	2005-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",57.739491012195,Índice,Cifras definitivas
Nacional,Mensual,	2005-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",57.892605235629,Índice,Cifras definitivas
Nacional,Mensual,	2005-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.016072927716,Índice,Cifras definitivas
Nacional,Mensual,	2005-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.157348964508,Índice,Cifras definitivas
Nacional,Mensual,	2005-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.295282366077,Índice,Cifras definitivas
Nacional,Mensual,	2005-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.315634477179,Índice,Cifras definitivas
Nacional,Mensual,	2005-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.380198559593,Índice,Cifras definitivas
Nacional,Mensual,	2005-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.519439170964,Índice,Cifras definitivas
Nacional,Mensual,	2005-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.687357886749,Índice,Cifras definitivas
Nacional,Mensual,	2005-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.803101552308,Índice,Cifras definitivas
Nacional,Mensual,	2005-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",58.947049163662,Índice,Cifras definitivas
Nacional,Mensual,	2006-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.110933740541,Índice,Cifras definitivas
Nacional,Mensual,	2006-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.293346832894,Índice,Cifras definitivas
Nacional,Mensual,	2006-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.4672518005,Índice,Cifras definitivas
Nacional,Mensual,	2006-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.590942174695,Índice,Cifras definitivas
Nacional,Mensual,	2006-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.661286176265,Índice,Cifras definitivas
Nacional,Mensual,	2006-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.784037795371,Índice,Cifras definitivas
Nacional,Mensual,	2006-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.851905593769,Índice,Cifras definitivas
Nacional,Mensual,	2006-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",59.970015989208,Índice,Cifras definitivas
Nacional,Mensual,	2006-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",60.240490806446,Índice,Cifras definitivas
Nacional,Mensual,	2006-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",60.454900470997,Índice,Cifras definitivas
Nacional,Mensual,	2006-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",60.678190058692,Índice,Cifras definitivas
Nacional,Mensual,	2006-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",60.96203451998,Índice,Cifras definitivas
Nacional,Mensual,	2007-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",61.378933653344,Índice,Cifras definitivas
Nacional,Mensual,	2007-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",61.587004068315,Índice,Cifras definitivas
Nacional,Mensual,	2007-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",61.737400105404,Índice,Cifras definitivas
Nacional,Mensual,	2007-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",61.899664762128,Índice,Cifras definitivas
Nacional,Mensual,	2007-05-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",62.060971439931,Índice,Cifras definitivas
Nacional,Mensual,	2007-06-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",62.232235600971,Índice,Cifras definitivas
Nacional,Mensual,	2007-07-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",62.418188133271,Índice,Cifras definitivas
Nacional,Mensual,	2007-08-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",62.618281889598,Índice,Cifras definitivas
Nacional,Mensual,	2007-09-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",62.864862036017,Índice,Cifras definitivas
Nacional,Mensual,	2007-10-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",63.180129637688,Índice,Cifras definitivas
Nacional,Mensual,	2007-11-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",63.422762104735,Índice,Cifras definitivas
Nacional,Mensual,	2007-12-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",63.717105750616,Índice,Cifras definitivas
Nacional,Mensual,	2008-01-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",64.018822150735,Índice,Cifras definitivas
Nacional,Mensual,	2008-02-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",64.293270908707,Índice,Cifras definitivas
Nacional,Mensual,	2008-03-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",64.644617762668,Índice,Cifras definitivas
Nacional,Mensual,	2008-04-01,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías",65.031745639213,Índice,Cifras definitivas
